area_type,availability,location,bath,balcony,price,total_sqft,bhk
Super built-up  Area,18-Dec,Electronic City,3.0,0.0,45.03,1225.0,3.0
Super built-up  Area,Ready To Move,Frazer Town,3.0,2.0,265.0,2560.0,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1.0,37.8,1080.0,2.0
Plot  Area,Ready To Move,Dasarahalli,3.0,3.0,150.0,2400.0,7.0
Super built-up  Area,18-Aug,Talaghattapura,3.0,2.0,135.0,1856.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,3.0,2.0,56.0,1464.0,3.0
Plot  Area,Ready To Move,Vishwapriya Nagar,6.0,2.0,71.0,2100.0,6.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,77.0,1150.0,2.0
Plot  Area,Ready To Move,Abbigere,4.0,1.0,98.0,1200.0,5.0
Super built-up  Area,18-Dec,Whitefield,2.0,2.0,113.19,2094.0,3.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,2.0,67.0,1485.0,3.0
Super built-up  Area,Ready To Move,Vimanapura,3.0,3.0,75.0,2500.0,3.0
Plot  Area,18-Aug,Whitefield,2.0,1.0,45.0,1200.0,2.0
Super built-up  Area,18-May,Hennur Road,2.0,1.0,59.46,1036.0,2.0
Plot  Area,Ready To Move,Whitefield,5.0,3.0,270.0,3445.0,4.0
Super built-up  Area,Ready To Move,Dodsworth Layout,2.0,2.0,80.0,1400.0,2.0
Super built-up  Area,18-Jul,Bommanahalli,2.0,2.0,33.0,1110.0,2.0
Built-up  Area,Ready To Move,Kodichikkanahalli,2.0,3.0,48.0,1150.0,2.0
Super built-up  Area,Ready To Move,Kenchenahalli,1.0,1.0,45.0,715.0,1.0
Plot  Area,Ready To Move,Magadi Road,4.0,0.0,130.0,1200.0,4.0
Plot  Area,Ready To Move,Rajaji Nagar,3.0,1.0,260.0,1200.0,5.0
Super built-up  Area,Ready To Move,Jakkur,4.0,2.0,130.0,2283.0,4.0
Plot  Area,Ready To Move,1st Stage Radha Krishna Layout,5.0,1.0,250.0,1790.0,6.0
Super built-up  Area,18-Apr,Hormavu,2.0,2.0,43.58,1453.0,3.0
Built-up  Area,Ready To Move,Nagarbhavi,2.0,1.0,85.0,1400.0,3.0
Super built-up  Area,Ready To Move,Padmanabhanagar,3.0,0.0,65.0,1400.0,3.0
Super built-up  Area,Ready To Move,Whitefield,3.0,1.0,140.0,1700.0,3.0
Super built-up  Area,18-Dec,Kanakpura Road,3.0,1.0,120.0,1591.0,3.0
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1.0,79.0,1515.0,3.0
Built-up  Area,Ready To Move,Marathahalli,3.0,3.0,200.0,2500.0,5.0
Super built-up  Area,18-Aug,Chandapura,2.0,1.0,24.86,975.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2.0,2.0,76.18,1382.0,3.0
Plot  Area,Ready To Move,Nagasandra,5.0,2.0,350.0,1750.0,7.0
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3.0,2.0,150.0,1533.0,3.0
Super built-up  Area,18-Feb,Cunningham Road,3.0,1.0,763.0,3815.0,3.0
Super built-up  Area,Ready To Move,Amarjyothi Colony,2.0,2.0,38.0,1100.0,2.0
Super built-up  Area,Ready To Move,Dairy Circle,6.0,2.0,450.0,3730.0,4.0
Super built-up  Area,Ready To Move,Banashankari Stage II,2.0,1.0,120.0,1500.0,3.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,64.5,1391.0,3.0
Super built-up  Area,Ready To Move,Begur Road,2.0,2.0,42.92,1160.0,2.0
Built-up  Area,Ready To Move,Chandapura,1.0,1.0,27.0,620.0,1.0
Plot  Area,Ready To Move,MS Pallya,9.0,3.0,350.0,2400.0,8.0
Plot  Area,Ready To Move,Vidyaranyapura,7.0,3.0,130.0,1200.0,8.0
Built-up  Area,18-Jun,Whitefield,4.0,3.0,400.0,4827.0,4.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,60.98,1482.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,84.5,1405.0,2.0
Built-up  Area,Ready To Move,Gunjur,2.0,2.0,40.0,1190.0,2.0
Super built-up  Area,Ready To Move,Harlur,2.0,1.0,78.0,1174.0,2.0
Plot  Area,Ready To Move,Seegehalli,2.0,0.0,72.0,1155.0,2.0
Super built-up  Area,19-Mar,Thanisandra,3.0,1.0,93.04,1411.0,3.0
Super built-up  Area,Ready To Move,Jalahalli West,2.0,0.0,50.0,745.0,2.0
Super built-up  Area,Ready To Move,Kereguddadahalli,2.0,2.0,30.0,1000.0,2.0
Super built-up  Area,Ready To Move,Jigani,2.0,1.0,50.0,923.0,2.0
Built-up  Area,Ready To Move,Yeshwanthpur,2.0,2.0,32.0,1000.0,2.0
Super built-up  Area,Ready To Move,Battarahalli,2.0,2.0,45.0,1276.0,2.0
Built-up  Area,Ready To Move,Devasthanagalu,3.0,2.0,70.0,1460.0,3.0
Super built-up  Area,19-Jul,Yemlur,2.0,1.0,95.0,1355.0,2.0
Super built-up  Area,Ready To Move,Avalahalli,1.0,1.0,49.0,833.0,1.0
Built-up  Area,Ready To Move,Bapuji Layout,8.0,2.0,275.0,1200.0,8.0
Plot  Area,Ready To Move,Cambridge Layout,5.0,1.0,450.0,1750.0,5.0
Super built-up  Area,18-Dec,Ramamurthy Nagar,2.0,1.0,48.0,1200.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1.0,1.0,36.85,669.0,1.0
Plot  Area,Ready To Move,7th Phase JP Nagar,4.0,2.0,105.0,2200.0,3.0
Super built-up  Area,18-May,Koramangala,3.0,2.0,125.0,1594.0,3.0
Super built-up  Area,Ready To Move,Kothanur,3.0,2.0,105.0,1790.0,3.0
Super built-up  Area,Ready To Move,NGR Layout,2.0,1.0,45.0,1020.0,2.0
Plot  Area,Ready To Move,Doddanekundi,5.0,1.0,850.0,3250.0,4.0
Super built-up  Area,Ready To Move,Vasantapura main road,2.0,1.0,36.28,1037.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,57.0,1345.0,3.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2.0,3.0,43.0,1070.0,2.0
Super built-up  Area,Ready To Move,Sector 6 HSR Layout,5.0,2.0,270.0,3000.0,4.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2.0,2.0,76.18,1385.0,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,2.0,79.9,1207.0,2.0
Super built-up  Area,Ready To Move,Varthur,2.0,3.0,55.5,1140.0,2.0
Built-up  Area,Ready To Move,Basavanapura,2.0,2.0,68.0,1220.0,2.0
Plot  Area,Ready To Move,CQAL Layout,3.0,2.0,475.0,3811.0,4.0
Super built-up  Area,Ready To Move,Iblur Village,5.0,0.0,252.0,3596.0,4.0
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,3.0,120.0,1965.0,3.0
Built-up  Area,Ready To Move,Koramangala,2.0,0.0,115.0,1760.0,3.0
Super built-up  Area,18-Mar,Haralur Road,2.0,1.0,70.0,1225.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,2.0,52.43,1075.0,2.0
Built-up  Area,Ready To Move,Panathur,2.0,1.0,68.0,1000.0,2.0
Super built-up  Area,Ready To Move,Hennur Road,3.0,1.0,109.0,1891.0,3.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,86.0,1322.0,2.0
Plot  Area,Ready To Move,Mathikere,3.0,0.0,215.0,1095.0,3.0
Built-up  Area,Ready To Move,Bellandur,4.0,0.0,260.0,3600.0,4.0
Super built-up  Area,Ready To Move,AECS Layout,2.0,1.0,36.58,1045.0,2.0
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,3.0,3.0,85.0,1545.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,3.0,2.0,135.0,1996.0,3.0
Super built-up  Area,Ready To Move,Brookefield,2.0,2.0,70.0,1125.0,2.0
Super built-up  Area,18-Apr,Mysore Road,3.0,1.0,115.0,1560.0,3.0
Super built-up  Area,Ready To Move,BEML Layout,2.0,2.0,85.0,2000.0,3.0
Built-up  Area,Ready To Move,Murugeshpalya,4.0,2.0,310.0,3100.0,4.0
Built-up  Area,Ready To Move,Lake City,2.0,1.0,35.0,780.0,2.0
Plot  Area,Ready To Move,Lakshmipura,2.0,1.0,110.0,1350.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,2.0,180.0,2275.0,3.0
Super built-up  Area,Ready To Move,Pragathi Nagar,2.0,2.0,41.0,1350.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,3.0,3.0,56.0,1464.0,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,64.5,1570.0,3.0
Super built-up  Area,Ready To Move,Dasanapura,1.0,0.0,28.32,708.0,1.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1.0,160.0,1680.0,3.0
Super built-up  Area,Ready To Move,Hoodi,2.0,1.0,82.0,1400.0,2.0
Super built-up  Area,Ready To Move,Bellandur,2.0,2.0,72.0,1310.0,2.0
Built-up  Area,Ready To Move,BTM Layout,6.0,3.0,165.0,3300.0,6.0
Super built-up  Area,18-May,Electronics City Phase 1,2.0,1.0,57.0,1175.0,2.0
Built-up  Area,Ready To Move,Chikkalasandra,2.0,1.0,80.0,1428.0,3.0
Plot  Area,Ready To Move,Akshaya Nagar,4.0,2.0,62.0,750.0,4.0
Super built-up  Area,Ready To Move,Whitefield,4.0,3.0,280.0,3252.0,4.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,46.0,1194.0,2.0
Plot  Area,Ready To Move,Old Town,8.0,2.0,200.0,750.0,8.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2.0,2.0,35.0,1080.0,2.0
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2.0,1.0,68.0,1200.0,3.0
Plot  Area,17-Dec,Whitefield,2.0,1.0,45.0,1200.0,2.0
Plot  Area,Ready To Move,Okalipura,4.0,3.0,120.0,1200.0,5.0
Built-up  Area,18-Dec,Bommasandra Industrial Area,2.0,1.0,38.13,1320.0,3.0
Super built-up  Area,20-Jan,Badavala Nagar,3.0,2.0,115.0,1842.0,3.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2.0,3.0,55.0,1146.0,2.0
Super built-up  Area,20-Aug,Rachenahalli,1.0,1.0,28.0,440.0,1.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2.0,3.0,50.0,1048.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,3.0,1.0,115.0,1801.0,3.0
Super built-up  Area,19-Mar,Hennur Road,2.0,1.0,69.61,1232.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,90.0,1150.0,2.0
Super built-up  Area,21-Mar,Talaghattapura,3.0,1.0,120.0,1868.0,3.0
Super built-up  Area,18-Apr,Begur,2.0,2.0,47.1,1445.0,3.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2.0,3.0,140.0,1466.0,3.0
Built-up  Area,Ready To Move,Harlur,3.0,2.0,100.0,1730.0,3.0
Super built-up  Area,18-Dec,JP Nagar,3.0,2.0,402.0,3860.0,3.0
Super built-up  Area,Ready To Move,Somasundara Palya,2.0,3.0,70.0,1185.0,2.0
Built-up  Area,Ready To Move,Yeshwanthpur,4.0,3.0,260.0,3027.0,3.0
Built-up  Area,20-Dec,Whitefield,4.0,3.0,147.0,2400.0,4.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2.0,1.0,49.0,1185.0,2.0
Super built-up  Area,18-Aug,Hongasandra,2.0,2.0,49.0,1150.0,2.0
Plot  Area,Ready To Move,Maruthi Extension,4.0,2.0,180.0,2000.0,5.0
Plot  Area,Ready To Move,Vidyapeeta,3.0,1.0,98.0,875.0,6.0
Super built-up  Area,Ready To Move,Pai Layout,2.0,2.0,35.0,1075.0,2.0
Super built-up  Area,Ready To Move,Hebbal,3.0,2.0,123.0,1760.0,3.0
Super built-up  Area,Ready To Move,Banashankari,2.0,1.0,63.98,1600.0,2.0
Plot  Area,Ready To Move,Madiwala,4.0,1.0,140.0,910.0,4.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,78.0,1000.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,2.0,90.0,1215.0,2.0
Super built-up  Area,Ready To Move,EPIP Zone,3.0,3.0,125.0,1734.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,1.0,60.0,1280.0,2.0
Super built-up  Area,Ready To Move,Rachenahalli,2.0,1.0,55.0,1113.0,2.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2.0,2.0,48.0,1272.0,2.0
Built-up  Area,Ready To Move,Kereguddadahalli,3.0,2.0,41.0,1240.0,3.0
Built-up  Area,Ready To Move,Varthur,8.0,3.0,92.0,704.0,8.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,70.0,1100.0,2.0
Super built-up  Area,19-Apr,Ambalipura,2.0,1.0,30.13,896.0,2.0
Super built-up  Area,Ready To Move,Rachenahalli,5.0,2.0,220.0,3657.0,4.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,0.0,35.0,1200.0,2.0
Built-up  Area,Ready To Move,Ramagondanahalli,4.0,3.0,155.0,2800.0,4.0
Super built-up  Area,19-Jun,Hebbal,4.0,3.0,198.0,2790.0,4.0
Built-up  Area,Ready To Move,Ambalipura,3.0,2.0,198.0,3500.0,3.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,3.0,2.0,150.0,3600.0,3.0
Built-up  Area,Ready To Move,Sarjapur,2.0,2.0,30.0,1500.0,2.0
Plot  Area,Ready To Move,Meenakshi Layout,7.0,0.0,220.0,1200.0,8.0
Super built-up  Area,Ready To Move,S R Layout,2.0,2.0,48.0,1096.0,2.0
Built-up  Area,Ready To Move,Cholanayakanahalli,2.0,0.0,95.0,580.0,2.0
Super built-up  Area,Ready To Move,GD Layout,2.0,1.0,44.0,1094.0,2.0
Super built-up  Area,Ready To Move,Vittal Nagar,2.0,2.0,49.0,1100.0,2.0
Super built-up  Area,Ready To Move,Iblur Village,5.0,0.0,191.0,2987.5,4.0
Super built-up  Area,19-Sep,Koramangala,6.0,2.0,325.0,2503.0,4.0
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,2.0,40.0,1145.0,2.0
Super built-up  Area,Ready To Move,Rachenahalli,3.0,2.0,74.5,1550.0,3.0
Super built-up  Area,Ready To Move,Seegehalli,4.0,2.0,82.0,1830.0,3.0
Super built-up  Area,19-Dec,Hoodi,3.0,3.0,84.95,1746.0,3.0
Built-up  Area,Ready To Move,Maruthi Sevanagar,4.0,1.0,115.0,1280.0,4.0
Super built-up  Area,20-Aug,Kengeri,2.0,1.0,27.54,918.0,2.0
Super built-up  Area,18-Jul,Chandapura,1.0,1.0,16.45,645.0,1.0
Super built-up  Area,Ready To Move,Banashankari Stage III,2.0,1.0,60.0,1305.0,3.0
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,62.0,1207.0,2.0
Built-up  Area,Ready To Move,Thanisandra,3.0,2.0,125.0,1678.0,3.0
Super built-up  Area,Ready To Move,Kaggalipura,2.0,1.0,50.0,950.0,2.0
Plot  Area,Ready To Move,Munnekollal,7.0,2.0,240.0,1200.0,10.0
Super built-up  Area,18-Feb,Electronic City,2.0,1.0,55.0,1070.0,2.0
Super built-up  Area,Ready To Move,Ardendale,3.0,2.0,92.0,1732.46,3.0
Super built-up  Area,Ready To Move,Attibele,2.0,1.0,40.98,1639.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,1.0,103.0,1360.0,2.0
Plot  Area,Ready To Move,Malleshpalya,4.0,2.0,250.0,2592.0,4.0
Plot  Area,Ready To Move,RMV 2nd Stage,3.0,2.0,700.0,4470.0,3.0
Plot  Area,Ready To Move,Kithaganur,4.0,3.0,62.0,720.0,5.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3.0,2.0,150.0,1656.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1.0,49.0,985.0,2.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,3.0,2.0,135.0,1999.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1.0,75.0,1050.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,64.0,1440.0,3.0
Super built-up  Area,Ready To Move,Basavangudi,2.0,2.0,160.0,1600.0,3.0
Super built-up  Area,17-Nov,Ramagondanahalli,2.0,1.0,52.66,1253.0,2.0
Plot  Area,Ready To Move,Shirdi Sai Nagar,3.0,0.0,85.0,1200.0,3.0
Super built-up  Area,Ready To Move,Padmanabhanagar,2.0,3.0,75.0,1360.0,3.0
Super built-up  Area,Ready To Move,Hagadur,2.0,1.0,47.5,1086.0,2.0
Super built-up  Area,Ready To Move,Wilson Garden,3.0,2.0,155.0,1655.0,3.0
Plot  Area,17-Feb,Old Madras Road,4.0,2.0,260.0,2600.0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,78.0,1418.0,2.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,2.0,100.0,1270.0,2.0
Super built-up  Area,Ready To Move,Begur Road,2.0,3.0,52.17,1410.0,3.0
Super built-up  Area,19-Jan,"JP Nagar 7th Phase, ",2.0,1.0,74.0,1150.0,2.0
Plot  Area,Ready To Move,Ramamurthy Nagar,3.0,2.0,45.0,600.0,2.0
Built-up  Area,Ready To Move,Raghuvanahalli,3.0,2.0,65.8,1440.0,3.0
Plot  Area,Ready To Move,J C Nagar,2.0,0.0,108.0,1200.0,3.0
Super built-up  Area,Ready To Move,Sadduguntepalya,2.0,2.0,75.0,1200.0,2.0
Super built-up  Area,Ready To Move,Begur Road,2.0,3.0,50.06,1410.0,3.0
Plot  Area,Ready To Move,Chandapura,5.0,2.0,92.0,1200.0,4.0
Plot  Area,Ready To Move,Jalahalli,3.0,2.0,60.0,600.0,3.0
Built-up  Area,18-Dec,Whitefield,1.0,1.0,35.0,624.0,1.0
Super built-up  Area,Ready To Move,Electronic City,2.0,1.0,58.0,1060.0,2.0
Super built-up  Area,20-Dec,Hebbal,5.0,3.0,386.0,3960.0,4.0
Plot  Area,18-Aug,Whitefield,2.0,1.0,45.0,1200.0,2.0
Plot  Area,Ready To Move,Vidyaranyapura,4.0,2.0,175.0,1200.0,4.0
Built-up  Area,Ready To Move,Sarjapur,3.0,0.0,60.0,1917.0,4.0
Super built-up  Area,Ready To Move,KR Puram,2.0,1.0,40.0,950.0,2.0
Plot  Area,18-Dec,Channasandra,2.0,1.0,48.0,3040.0,2.0
Super built-up  Area,18-May,BTM 2nd Stage,3.0,1.0,50.0,1250.0,3.0
Super built-up  Area,Ready To Move,Vishwapriya Layout,2.0,2.0,60.0,1235.0,2.0
Super built-up  Area,Ready To Move,Budigere,1.0,0.0,46.0,722.0,1.0
Plot  Area,Ready To Move,Kanakpura Road,3.0,1.0,165.0,2775.0,4.0
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,1.0,93.0,1200.0,2.0
Built-up  Area,Ready To Move,Bannerghatta Road,3.0,2.0,68.0,1400.0,3.0
Built-up  Area,Ready To Move,Mallathahalli,3.0,3.0,60.0,1225.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,1.0,58.5,1220.0,2.0
Super built-up  Area,Ready To Move,Nagavarapalya,1.0,1.0,52.5,705.0,1.0
Super built-up  Area,Ready To Move,Battarahalli,3.0,2.0,94.36,1880.0,3.0
Plot  Area,Ready To Move,Yelahanka,2.0,1.0,70.0,1200.0,2.0
Built-up  Area,Ready To Move,Doddakammanahalli,2.0,1.0,60.0,1550.0,3.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1.0,130.0,1893.0,3.0
Super built-up  Area,Ready To Move,HMT Layout,3.0,2.0,75.0,1650.0,3.0
Built-up  Area,Ready To Move,Chikkathoguru,2.0,2.0,46.0,1113.0,2.0
Plot  Area,Ready To Move,BEL Road,2.0,0.0,203.0,1500.0,2.0
Plot  Area,Ready To Move,Kamakshipalya,9.0,1.0,180.0,1800.0,9.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,3.0,70.0,1586.0,3.0
Plot  Area,Ready To Move,Seegehalli,3.0,1.0,235.0,4000.0,3.0
Super built-up  Area,Ready To Move,Yelahanka New Town,3.0,3.0,80.0,1541.0,3.0
Super built-up  Area,18-Dec,Haralur Road,3.0,2.0,101.0,1830.0,3.0
Super built-up  Area,Ready To Move,Kodigehalli,2.0,2.0,48.0,1200.0,2.0
Plot  Area,Ready To Move,Bidrahalli,2.0,0.0,72.0,1800.0,3.0
Super built-up  Area,18-Jun,Bommasandra,2.0,1.0,40.0,1015.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,2.0,37.95,1120.0,2.0
Super built-up  Area,21-Dec,Hoodi,1.0,1.0,48.24,706.0,1.0
Plot  Area,Ready To Move,Medi Agrahara,4.0,2.0,85.0,1350.0,4.0
Plot  Area,Ready To Move,Kumaraswami Layout,4.0,2.0,95.0,610.0,6.0
Plot  Area,Ready To Move,Kanakpura Road,3.0,1.0,99.0,1900.0,3.0
Plot  Area,Ready To Move,Harlur,4.0,2.0,243.0,1200.0,4.0
Built-up  Area,Ready To Move,Seegehalli,5.0,3.0,150.0,3000.0,4.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,1.0,42.0,1075.0,3.0
Super built-up  Area,19-Jul,Kanakpura Road,2.0,3.0,80.0,1290.0,2.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,1.0,50.0,1200.0,2.0
Built-up  Area,Ready To Move,Hormavu,2.0,1.0,53.11,1150.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,3.0,61.2,1360.0,3.0
Carpet  Area,Ready To Move,4th Block Koramangala,9.0,2.0,500.0,4500.0,9.0
Super built-up  Area,20-Dec,whitefiled,2.0,1.0,32.73,935.0,2.0
Super built-up  Area,Ready To Move,Cox Town,3.0,3.0,140.0,1730.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,53.0,1260.0,2.0
Built-up  Area,Ready To Move,Banagiri Nagar,6.0,2.0,125.0,675.0,6.0
Plot  Area,Ready To Move,Marathahalli,4.0,1.0,650.0,4000.0,4.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,1.0,45.68,950.0,2.0
Plot  Area,Ready To Move,Subbannaiah Palya,3.0,2.0,85.0,600.0,2.0
Built-up  Area,Ready To Move,Vadarpalya,5.0,2.0,120.0,2500.0,5.0
Super built-up  Area,17-May,Hegde Nagar,5.0,2.0,300.0,3216.0,4.0
Plot  Area,Ready To Move,N R Layout,3.0,2.0,120.0,800.0,6.0
Super built-up  Area,Ready To Move,Budigere,4.0,2.0,88.0,1991.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1.0,60.0,1115.0,2.0
Super built-up  Area,Ready To Move,Koramangala,3.0,3.0,150.0,1900.0,3.0
Super built-up  Area,18-May,Whitefield,2.0,1.0,41.49,1109.0,2.0
Super built-up  Area,Ready To Move,Rajiv Nagar,5.0,1.0,129.0,2340.0,4.0
Plot  Area,Ready To Move,Judicial Layout,6.0,2.0,300.0,1200.0,6.0
Plot  Area,Ready To Move,Whitefield,5.0,1.0,850.0,4356.0,4.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2.0,1.0,43.0,1005.0,2.0
Super built-up  Area,19-Aug,Kengeri,1.0,1.0,19.5,416.0,1.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2.0,1.0,100.0,1394.0,2.0
Super built-up  Area,Ready To Move,Harlur,3.0,2.0,110.0,2138.0,3.0
Built-up  Area,Ready To Move,Richards Town,3.0,2.0,160.0,1550.0,3.0
Super built-up  Area,Ready To Move,Nagavarapalya,3.0,1.0,80.0,1300.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,2.0,2.0,82.0,1265.0,2.0
Built-up  Area,Ready To Move,Manorayana Palya,2.0,2.0,52.0,1140.0,2.0
Carpet  Area,Ready To Move,BCC Layout,2.0,3.0,40.0,1050.0,2.0
Built-up  Area,Ready To Move,Thanisandra,2.0,1.0,48.0,1100.0,2.0
Super built-up  Area,18-May,Varthur,2.0,1.0,59.0,1012.0,2.0
Plot  Area,18-May,Varthur,4.0,3.0,112.0,1600.0,4.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,57.0,1326.0,2.0
Built-up  Area,Ready To Move,Hebbal Kempapura,2.0,3.0,85.0,1654.0,3.0
Plot  Area,Ready To Move,Jeevan bima nagar,2.0,1.0,290.0,1705.0,3.0
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1.0,42.8,1070.0,2.0
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,95.0,1700.0,3.0
Carpet  Area,18-Dec,Bhoganhalli,2.0,1.0,80.64,910.2,2.0
Super built-up  Area,Ready To Move,Kogilu,2.0,2.0,50.66,1140.0,2.0
Plot  Area,Ready To Move,Whitefield,4.0,3.0,400.0,4960.0,4.0
Super built-up  Area,18-Aug,Talaghattapura,3.0,2.0,170.0,2254.0,3.0
Super built-up  Area,22-Mar,Kanakapura,2.0,1.0,47.0,945.0,2.0
Super built-up  Area,19-Aug,Begur Road,6.0,2.0,150.0,2462.0,4.0
Plot  Area,Ready To Move,Giri Nagar,3.0,0.0,240.0,1350.0,3.0
Super built-up  Area,19-Dec,Marathahalli,1.0,1.0,44.0,615.0,1.0
Plot  Area,Ready To Move,Ramamurthy Nagar,2.0,0.0,65.0,1110.0,2.0
Super built-up  Area,18-Mar,Haralur Road,1.0,1.0,88.0,575.0,1.0
Super built-up  Area,18-Jul,Electronic City,2.0,1.0,54.1,1025.0,2.0
Built-up  Area,Ready To Move,Vinayak Nagar,3.0,2.0,95.0,1758.0,3.0
Super built-up  Area,18-Dec,Gopalapura,5.0,3.0,351.0,3179.0,4.0
Super built-up  Area,Ready To Move,Kaikondrahalli,3.0,3.0,92.0,1342.0,3.0
Super built-up  Area,Ready To Move,Kalyan nagar,3.0,2.0,85.0,1800.0,3.0
Built-up  Area,18-Feb,Whitefield,4.0,3.0,198.0,2928.0,4.0
Built-up  Area,Ready To Move,Doddathoguru,2.0,3.0,32.0,1140.0,2.0
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2.0,2.0,85.0,1608.0,2.0
Super built-up  Area,Ready To Move,Kadugodi,2.0,2.0,82.0,1645.0,3.0
Super built-up  Area,18-Dec,Ramamurthy Nagar,2.0,1.0,56.4,1410.0,3.0
Super built-up  Area,Ready To Move,Harlur,2.0,2.0,52.0,1200.0,2.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2.0,2.0,41.5,1275.0,3.0
Built-up  Area,Ready To Move,Dodda Nekkundi,4.0,2.0,600.0,3800.0,4.0
Super built-up  Area,Ready To Move,Kada Agrahara,2.0,1.0,40.0,909.0,3.0
Built-up  Area,Ready To Move,Basavanapura,3.0,0.0,85.0,1200.0,2.0
Super built-up  Area,Ready To Move,Kalyan nagar,2.0,2.0,73.0,1080.0,2.0
Plot  Area,Ready To Move,Madanayakahalli,2.0,1.0,34.0,1200.0,2.0
Super built-up  Area,18-May,Akshaya Nagar,2.0,1.0,60.0,1092.0,2.0
Super built-up  Area,Ready To Move,Jalahalli,4.0,3.0,135.0,1932.0,3.0
Super built-up  Area,Ready To Move,KR Puram,2.0,1.0,72.0,1156.0,2.0
Super built-up  Area,Ready To Move,Bellandur,2.0,2.0,35.11,924.0,2.0
Super built-up  Area,Ready To Move,Thubarahalli,2.0,1.0,75.0,1330.0,2.0
Super built-up  Area,18-Apr,Thanisandra,4.0,2.0,113.0,1917.0,3.0
